Label,Name,Text
7,Francis J. Child House, The Francis J. Child House is an historic house at 67 Kirkland Street in Cambridge Massachusetts. The two story wood frame house was built in 1861 and is a distinctive Second Empire cottage with jigsaw-cut molding over its gable windows. The lower (steep) portion of the mansard roof has hexagonal tiles and the building retains its original siding.The house was listed on the National Register of Historic Places in 1983 and included in the Shady Hill Historic District in 1986.
3,Fred Mitchell (artist), Madison Fred Mitchell (November 24 1923 – May 21 2013) belonged to the New York School Abstract Expressionist artists whose influence and artistic innovation by the 1950s had been recognized around the world. New York School Abstract Expressionism represented by Jackson Pollock Willem de Kooning Franz Kline and others became a leading art movement of the post-World War II era.
13,Ramachandra (film), Ramachandra is a 2003 Indian Tamil film directed by Raj Kapoor starring Sathyaraj and Vijayalakshmi in lead roles. The film produced by Singanamala Ramesh had musical score by Deva and was released on 15 January 2003 to mixed reviews.
1,Noweco, Noweco or Norwegian Welding Control AS is an industrial company based in Harstad and Hammerfest Norway. It provides services related to the onshore and offshore industries. The company is owned by Norwegian Welding Company and its employees.
4,Joe McDonnell (rugby union), Joseph Michael McDonnell (born 1 March 1973 in Hastings New Zealand) is a rugby union player who played eight tests for New Zealand. As of 2008 he plays for Newcastle Falcons in the Guinness Premiership and in 2009 he has joined the CR El Salvador.McDonnell grew up in Te Aroha in the Waikato before moving to Central Otago where he initially played rugby league. He represented Otago in league before switching to union.
7,Baxter House (Dayton Oregon), Baxter House in Dayton Oregon also known as Brewer Residence was built in 1890. It was listed on the National Register of Historic Places in 1987.
8,Mont Ventoux, Mont Ventoux (Ventor in Provençal) is a mountain in the Provence region of southern France located some 20 km northeast of Carpentras Vaucluse. On the north side the mountain borders the Drôme département. It is the largest mountain in the region and has been nicknamed the Beast of Provence the Giant of Provence or The Bald Mountain.
3,Christian Marin, Christian Marin (8 February 1929 – 5 September 2012) was a French film actor. Born in Lyon he is best known for his role in Le gendarme series (as Merlot) although he did not appear in the last two sequels. In 1967 he appeared in the television serial Les Chevaliers du ciel.
3,Mark Hill (musician), Mark Leslie Hill (born 22 December 1972 Cwmbran Wales) is a Welsh musician songwriter and record producer. He rose to fame as one half of the Artful Dodger and co-writer and producer of Craig David's multi platinum album Born To Do It.Since he began releasing music in 1997 Hill has achieved four Ivor Novello Awards a number one album two number one singles and over 10 million records sales worldwide.
7,Yong He Yuan, Yong He Yuan (雍河院) is a complex of two residential towers designed by Florent Nédélec and located in Taipei Taiwan.
10,La Palma giant lizard, The La Palma giant lizard (Gallotia auaritae) is a giant lacertid historically living in the island of La Palma (Canary Islands Spain); its habitat ranged from sea level up to altitudes of 800 m. It probably lives in xerophytic vegetation and is presumably an egg-laying species. Long believed extinct in historic times there were sightings (including photographic evidence) of a large lacertid in 2007 which may possibly correspond to this species.
7,Barney Greengrass, Barney Greengrass is a restaurant deli and appetizing store located at 541 Amsterdam Avenue (West 86th Street and West 87th Street) on the Upper West Side of Manhattan that was started in 1908. They specialize in sturgeon Nova Scotia salmon and whitefish and is very popular for brunch.They were the winner of the 2006 James Beard Foundation Award for Excellence. In 2013 Zagats gave it a food rating of 24 third-highest among New York City delis.
11,Eucalyptus ochrophloia, Eucalyptus ochrophloia commonly known as the yapunyah is a species of eucalypt native to inland New South Wales and Queensland in eastern Australia.
5,Marco Cappato, Marco Cappato (b. 25 May 1971 in Milan Italy) is an Italian politician. He was a Member of the European Parliament from Italy until 2009. He represented the Lista Emma Bonino within the Alliance of Liberals and Democrats for Europe parliamentary group. He was Member of the Foreign Affairs the Civil Liberties and Human Rights Committees. He also served as a Vice-President of the European Parliament Delegation for the Relations with the Mashrek Countries.
8,Seal Cove Lake, Seal Cove Lake is a lake of Halifax Regional Municipality Nova Scotia Canada.
2,McMinnville High School, McMinnville High School is a public high school located in McMinnville Oregon United States.
5,David G. Deininger, David G. Deininger (born July 9 1947) is an retired Republican politician and jurist from Wisconsin. He served as a judge on the Wisconsin Court of Appeals and the Wisconsin Circuit Court and as a member of the Wisconsin State Assembly. He now serves as a reserve judge.
13,Apart (film), Apart is a 2011 American drama film directed by Aaron Rottinghaus.Noah Greene and Emily Gates share the same psychological affliction: induced delusional disorder. And they must uncover the mystery of a tragic past in order to find hope in the future. The director Aaron Rottinghaus noted in an interview at SXSW 2011 that the film is based on actual case studies of the condition induced delusional disorder or Folie à deux.
8,Ulfe (Sontra), Ulfe (Sontra) is a river of Hesse Germany.
13,The Scandalous Adventures of Buraikan, The Scandalous Adventures of Buraikan (無頼漢 Buraikan) is a 1970 Japanese film directed by Masahiro Shinoda. It was Japan's submission to the 43rd Academy Awards for the Academy Award for Best Foreign Language Film but was not accepted as a nominee.
2,Downingtown STEM Academy, The Downingtown STEM (Science Technology Engineering and Math) Academy is the third high school in the Downingtown Area School District located in Downingtown Pennsylvania. It is a magnet school that pulls students from both Downingtown East and West for the school day and return them to their home high school for performance music or athletics. It opened in Fall of 2011 in the former Downingtown Educational Center/Ninth Grade Center that was renovated to be a STEM school.
3,Arjang Kamkar, Arjang Kamkar (Kurdish: Erjeng Kamkar Persian: ارژنگ کامکار ‎ born 1954) is a Kurdish musician from Iran.As a child he was interested in painting and came to Tehran in 1978 to study art at Tehran University's Faculty of Fine Arts. As he lived in a family of musicians he learned to play the Tombak which he played for many years as a member of the Art and Culture Orchestra of Sanandaj.
3,Louise Moillon, Louise Moillon (1610–1696) was a French painter in the Baroque era. She became known as one of the best still life painters during her time. She worked for King Charles I of England as well as the French nobility.
3,Sonny Mayo, Sonny Mayo (born July 16 1971 Washington D.C.) is an American guitarist songwriter and music producer. He began playing in a thrash metal band called Silence in the late 1980s. Silence (John Mayes Benjamin Gaither Louie Denslow Jason Robinson and Sonny) regularly sold out venues in the DC Metro area including the Bayou in Georgetown. While with Silence he released a nine track CD Vision and recorded a three song tape with Alex Perialas (producer -Anthrax Overkill S.O.D.).
13,Christine (1958 film), Christine is a 1958 film based on the novel Liebelei by Arthur Schnitzler. The film was directed by Pierre Gaspard-Huit and the title character was played by Romy Schneider. The cast included Alain Delon as a young lieutenant.Schnitzler's play had been filmed in 1933 by Max Ophüls as Liebelei starring Romy Schneider's mother Magda Schneider.
8,McDougall Sound, McDougall Sound is an Arctic waterway in Qikiqtaaluk Nunavut Canada. It's located between southeastern Bathurst Island and western Cornwallis island. The sound's southern mouth opens to the Parry Channel and beyond that to the Barrow Strait. The sound's northern mouth opens to Crozier Strait.
6,Ascari KZ1, The Ascari KZ1 is a sports car made by Ascari. It can reach 201 mph (323 km/h) and is powered by a highly tuned BMW S62 a 4941cc V8 engine originally used in the E39 M5 and Z8. It can accelerate from 0 to 60 mph (97 km/h) in 3.7s and to 100 mph (160 km/h) in 8.0s.
